Violation [domain=[4507008219_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508045698_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047367_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060802_00170], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038210_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005715_00080], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507033294_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025613_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051161_00160], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047199_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508043883_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057465_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00760], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035113_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012019_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031489_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508045279_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508050546_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041161_00210], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005577_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005747_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038203_00200], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016991_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507013330_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011917_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062051_00260], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022938_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062245_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011907_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508063721_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507002428_00230], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029076_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00780], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507021546_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049270_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508045213_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508045360_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044059_00120], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507002456_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047502_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020390_00080], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508070771_00300], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012122_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049280_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024547_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508067417_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038264_00130], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508054761_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508050023_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057072_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016031_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051433_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508058278_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508075279_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020390_00190], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022933_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030932_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508063852_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031496_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038656_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507028462_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060045_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036760_00260], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030932_00290], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507008219_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035329_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041308_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508050825_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039588_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049264_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024454_00120], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031424_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015157_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044059_00340], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507026621_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508058834_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005486_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038203_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507019954_00130], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507004201_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055636_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049520_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060802_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029288_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027428_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507040684_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508071790_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051161_00140], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507021520_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036420_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025940_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00670], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048487_00130], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507007057_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507021845_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025973_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507007366_00240], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061230_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042558_00410], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057201_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029141_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012651_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041161_00230], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508071043_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038203_00220], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508070771_00410], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507003931_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507009051_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029130_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011917_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022954_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508043916_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062051_00240], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027082_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508043163_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00570], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055518_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507017101_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049263_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508059188_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508065615_00220], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015157_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027236_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011186_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508069050_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022954_00120], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055497_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507017028_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508043399_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047366_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508075280_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012650_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031484_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005731_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031485_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062051_00130], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066063_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025614_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024859_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038664_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039592_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507034971_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00680], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507001304_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508059449_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025957_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508045939_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507007075_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057465_00080], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005879_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507014342_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048926_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005754_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038203_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038663_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508043133_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507002711_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027780_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507000909_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030040_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508050835_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016990_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508046985_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508073045_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027093_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061237_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508070771_00280], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048827_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060051_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508063814_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508067402_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005490_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027549_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507017397_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024826_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508067378_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036420_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507026621_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044059_00130], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507013333_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022622_00340], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032463_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024546_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508072392_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507008896_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055521_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508058859_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062577_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020145_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035113_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062250_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508058293_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507028705_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508072389_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005747_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031488_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507007056_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012451_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036692_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041163_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507008897_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507003606_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029094_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507019954_00220], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038210_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507013888_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038203_00240], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029274_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015154_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507008836_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022954_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508052369_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508070771_00080], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00130], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507010485_00130], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015744_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508073049_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016551_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027229_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047501_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024478_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508054741_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507004200_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031484_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031767_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508058276_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508071791_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012636_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508070256_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038649_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508053102_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005753_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011902_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507023659_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020485_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507006211_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027957_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066632_00140], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025973_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030932_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044059_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047198_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055727_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061553_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507017039_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042558_00440], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507033024_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507017042_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015146_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507028463_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047286_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060070_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507018832_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036420_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060051_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032463_00200], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507013338_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507040031_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016243_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038210_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024826_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508065759_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044059_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508068452_00230], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060802_00190], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508064031_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031439_00240], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016117_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024573_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016662_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507026621_00160], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507008897_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020146_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051502_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051161_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025939_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062250_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508063355_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508070273_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
